Country Name,Country Code,Indicator Name,Indicator Code,Year,GDP_growth
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.08921698439107
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.8792765563641
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.376455380248
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.29843956416363
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.37883247557384
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-2.31324874995225
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.605441324599
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.3282852333271
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.77671789203275
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.83727745350342
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.20013015382976
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.12441487941221
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.1611141431878
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.74716909918152
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,11.8386741948327
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.75505606271065
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-0.185167849939262
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.60467047924405
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.51758200278962
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.98011185019882
Faroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,14.7668431868332
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.70131423677384
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.42967401462874
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,13.2038408136757
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.29851834874688
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.68952431164918
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.47006651557631
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.85565932082044
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-0.1653200959923
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-2.93198029126782
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.70000000000019
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.16632643816084
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.16807088401796
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.17794202733796
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.36147497102823
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.74064582274347
IDA only,IDX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.72274253311053
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.01616911525828
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.3909183549936
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.3257680655626
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-0.0741839762608976
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,11.2038906187628
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,8.20724591384786
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,12.0435364080117
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-7.77463490371655
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.93599265224405
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Latin America & Caribbean (excluding high income),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.16268034616645
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.4399854210132
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,9.89580392156864
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Latin America & Caribbean,LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.13266550545795
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.26768658530699
Low & middle income,LMY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.01621585985991
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.86479516562765
Late-demographic dividend,LTE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-3.72667895978336
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.82998312174064
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
St. Martin (French part),MAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Morocco,MAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Monaco,MCO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Moldova,MDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Madagascar,MDG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.04863275061248
Maldives,MDV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Mexico,MEX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.00000000071891
Marshall Islands,MHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Middle income,MIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.15386229793317
North Macedonia,MKD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Mali,MLI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Malta,MLT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Myanmar,MMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.471561080379757
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.3611205264918
Montenegro,MNE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Mongolia,MNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Northern Mariana Islands,MNP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Mozambique,MOZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Mauritania,MRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Mauritius,MUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,22.8490949969695
Malawi,MWI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.63959785583216
Malaysia,MYS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.59799400028281
North America,NAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.36540607239422
Namibia,NAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
New Caledonia,NCL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Niger,NER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.54639303660171
Nigeria,NGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.191795489572428
Nicaragua,NIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.49774339849118
Netherlands,NLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.295546672716611
Norway,NOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.27333551040741
Nepal,NPL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.9082659718424
Nauru,NRU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.31564965480389
OECD members,OED,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.40871299763774
Oman,OMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Other small states,OSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Pakistan,PAK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.9873464192908
Panama,PAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.926594841623
Peru,PER,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.34709633145569
Philippines,PHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.69547095029755
Palau,PLW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Papua New Guinea,PNG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.18111172052933
Poland,POL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-0.303987806750854
Puerto Rico,PRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,7.04173846987173
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Portugal,PRT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.53490347567515
Paraguay,PRY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.90028551422945
West Bank and Gaza,PSE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Pacific island small states,PSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.40882790671731
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Qatar,QAT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Romania,ROU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Rwanda,RWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-4.2975260471688
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.21382710104825
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,11.8768510783222
Sudan,SDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.0223913336718056
Senegal,SEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.99344825626973
Singapore,SGP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,8.13752950817668
Solomon Islands,SLB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Sierra Leone,SLE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.80904355005759
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
San Marino,SMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Somalia,SOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-3.26198120234093
Serbia,SRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.0989096242992
South Sudan,SSD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.09546276020076
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Sao Tome and Principe,STP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Suriname,SUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.79999999846883
Slovak Republic,SVK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Slovenia,SVN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Sweden,SWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.68129281739007
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Sint Maarten (Dutch part),SXM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Seychelles,SYC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-4.88227636132126
Syrian Arab Republic,SYR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,10.8330639000002
Turks and Caicos Islands,TCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.39774367077538
East Asia & Pacific (IDA & IBRD countries),TEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,-13.3282852333271
Europe & Central Asia (IDA & IBRD countries),TEC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Togo,TGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,12.1693173716542
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,5.36214630168787
Tajikistan,TJK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Turkmenistan,TKM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.09672691316108
Timor-Leste,TLS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.3611205264918
Tonga,TON,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.21382710104825
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.09546276020076
Trinidad and Tobago,TTO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,14.037070864503
Tunisia,TUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Turkiye,TUR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.15606938539699
Tuvalu,TUV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Tanzania,TZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.13829635143733
Uganda,UGA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,0.411497510966583
Uruguay,URY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.49303791805684
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,2.29999999999953
Uzbekistan,UZB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
St. Vincent and the Grenadines,VCT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,4.52728327833103
"Venezuela, RB",VEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.19251943889358
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Virgin Islands (U.S.),VIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Viet Nam,VNM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Vanuatu,VUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.96972778685065
Samoa,WSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
"Yemen, Rep.",YEM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,3.84473414174089
Zambia,ZMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,1.36138199147489
Zimbabwe,ZWE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1961,6.31615726782277
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,7.8680125100649
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,3.70764332803346
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,-0.852021521903339
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,1.29425804735992
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,2.64867511295267
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,9.06315793386563
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.21200350925596
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,-3.42640982098587
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,6.12879878024506
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.45303096987155
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,10.4519718945414
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.89265218028385
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.46999999889448
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.57891785897957
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,6.59999999999992
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,9.06075859876717
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,6.66666781317736
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,-3.71380018409685
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,7.42783693388429
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.78994131635308
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.02668562348731
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,-5.57999999020275
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,1.22699449007209
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,3.04155905079301
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,21.2006975148133
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.20230878797427
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.41188961342047
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.44239137528237
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,6.68795363638046
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.62347095715674
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.66682217271806
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,17.0472409333001
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,-19.685041825639
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,-0.640292703618329
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.01130264405086
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.44987997342332
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.70388946493681
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,4.91914694165033
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,3.87561672366319
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,5.76093249168959
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1962,
